;name;album;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key
904;Afterglow;Afterglow;Ed Sheeran;2020-12-21;185486;85;0.641;0.698;0.641;0.324;0.0;0.328;-5.851;0.0299;110.184;4;1;0.273;11
905;Ginza;Ginza;J Balvin;2015-06-23;170186;0;0.784;0.235;0.784;0.809;0.00122;0.0772;-6.458;0.0824;102.048;4;0;0.845;5
906;CÓMO SE SIENTE - Remix;CÓMO SE SIENTE (Remix);Jhay Cortez;2020-05-09;227520;82;0.807;0.0946;0.807;0.606;0.0;0.119;-8.871;0.088;92.988;4;0;0.304;3
907;telepatía;Sin Miedo (del Amor y Otros Demonios) ∞;Kali Uchis;2020-12-04;160191;94;0.653;0.112;0.653;0.524;0.0;0.203;-9.016;0.0502;83.97;4;0;0.553;11
908;Calling My Phone;Calling My Phone;Lil Tjay;2021-02-12;205458;80;0.907;0.451;0.907;0.393;1.35e-06;0.135;-7.636;0.0539;104.949;4;0;0.202;4
909;La Santa;YHLQMDLG;Bad Bunny;2020-02-28;206420;80;0.744;0.0326;0.744;0.868;0.0;0.0822;-4.524;0.047;93.037;4;1;0.586;1
910;Everyday;Bobby Tarantino II;Logic;2018-03-09;204746;72;0.667;0.0425;0.667;0.741;0.0;0.0761;-4.099;0.0378;149.908;4;1;0.422;1
911;Woah;Woah;Lil Baby;2019-11-08;183011;70;0.882;0.0177;0.882;0.602;0.0;0.178;-5.554;0.245;142.959;4;1;0.43;11
912;Swish Swish;Witness;Katy Perry;2017-06-09;242510;0;0.836;0.0196;0.836;0.716;1.83e-05;0.101;-5.211;0.0549;119.938;4;0;0.534;5
913;pov;Positions;Ariana Grande;2020-10-30;201882;81;0.487;0.36;0.487;0.534;0.0;0.1;-5.664;0.0555;131.798;4;0;0.173;0
914;Focus;Focus;Ariana Grande;2015-10-30;211360;0;0.612;0.253;0.612;0.875;0.0;0.423;-6.032;0.351;99.882;4;1;0.823;1
915;Culpables;Culpables;KAROL G;2018-09-14;226626;65;0.728;0.279;0.728;0.801;4.71e-06;0.143;-2.942;0.0683;130.059;4;0;0.416;8
916;cardigan;folklore;Taylor Swift;2020-07-24;239560;81;0.613;0.537;0.613;0.581;0.000345;0.25;-8.588;0.0424;130.033;4;0;0.551;0
917;I Really Like You;I Really Like You;Carly Rae Jepsen;2015-03-02;205066;0;0.62;0.00557;0.62;0.828;0.000102;0.156;-4.685;0.0413;122.042;4;1;0.564;10
918;Roar;PRISM (Deluxe);Katy Perry;2013-10-18;223546;74;0.554;0.00487;0.554;0.772;6.6e-06;0.354;-4.821;0.0418;179.984;4;0;0.455;7
919;Bailando - Spanish Version;SEX AND LOVE (Deluxe);Enrique Iglesias;2014-01-01;243413;68;0.723;0.0426;0.723;0.777;3.68e-06;0.0451;-3.503;0.108;91.017;4;1;0.961;7
920;7/11;BEYONCÉ [Platinum Edition];Beyoncé;2014-11-24;213506;71;0.747;0.0128;0.747;0.705;0.0;0.126;-5.137;0.126;136.024;4;0;0.56;9
921;Signs;Signs;Drake;2017-06-23;234373;0;0.801;0.0864;0.801;0.727;0.00406;0.112;-4.687;0.0606;107.371;4;1;0.218;0
922;I Got You;I Got You;Bebe Rexha;2016-10-28;191811;57;0.609;0.0504;0.609;0.887;4.76e-06;0.09;-4.749;0.0507;97.99;4;0;0.316;9
923;Bad At Love;hopeless fountain kingdom (Deluxe);Halsey;2017-06-02;181279;73;0.675;0.0604;0.675;0.751;0.0;0.0893;-3.539;0.0296;118.384;4;1;0.612;0
924;Please Me;Please Me;Cardi B;2019-02-15;200889;75;0.747;0.0642;0.747;0.57;0.0;0.0832;-6.711;0.081;133.992;4;1;0.65;1
925;Shout Out to My Ex;Glory Days (Deluxe);Little Mix;2016-11-18;246240;0;0.774;0.0316;0.774;0.739;5.95e-06;0.119;-4.022;0.0952;126.002;4;1;0.823;0
926;BAD!;SKINS;XXXTENTACION;2018-12-07;94245;70;0.78;0.0643;0.78;0.492;0.0313;0.174;-3.4;0.0671;143.983;4;0;0.374;5
927;Bad (feat. Vassy) - Radio Edit;Bad (feat. Vassy) [Radio Edit];David Guetta;2014-04-06;170625;65;0.614;0.00125;0.614;0.972;0.0186;0.328;-3.927;0.088;127.966;4;0;0.411;5
928;Cheap Thrills (feat. Sean Paul);This Is Acting;Sia;2016-02-18;224813;65;0.592;0.0561;0.592;0.8;2.01e-06;0.0775;-4.931;0.215;89.972;4;0;0.728;6
929;Now and Later;Now and Later;Sage The Gemini;2016-10-14;193181;57;0.781;0.273;0.781;0.57;0.0;0.196;-5.874;0.188;107.059;4;0;0.858;11
930;The Way Life Goes (feat. Oh Wonder);Luv Is Rage 2;Lil Uzi Vert;2017-08-25;221746;79;0.703;0.617;0.703;0.757;0.0;0.106;-3.612;0.05;82.008;4;1;0.696;1
931;Andas En Mi Cabeza;Andas En Mi Cabeza;Chino & Nacho;2016-02-19;247493;0;0.68;0.0244;0.68;0.954;0.0;0.112;-1.823;0.119;104.029;4;1;0.521;9
932;Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally);Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally);Macklemore & Ryan Lewis;2015-08-27;292593;0;0.828;0.0916;0.828;0.609;1.21e-06;0.291;-4.402;0.0694;109.725;4;1;0.707;1
933;BEBÉ;BEBÉ;Camilo;2020-11-25;198706;82;0.862;0.487;0.862;0.72;1.19e-06;0.0604;-4.048;0.0379;129.972;4;1;0.965;4
934;Heat Waves;Dreamland (+ Bonus Levels);Glass Animals;2020-08-06;238805;85;0.761;0.44;0.761;0.525;6.7e-06;0.0921;-6.9;0.0944;80.87;4;1;0.531;11
935;Alone;Alone;Alan Walker;2016;161144;0;0.671;0.196;0.671;0.924;0.000214;0.12;-3.239;0.0529;97.012;4;1;0.17;10
936;Have Yourself A Merry Little Christmas;Have Yourself A Merry Little Christmas;Sam Smith;2014-12-05;170964;47;0.438;0.957;0.438;0.178;0.0;0.316;-9.402;0.0414;75.248;1;1;0.344;5
937;Never Seen the Rain;Never Seen the Rain;Tones And I;2019-07-15;200755;63;0.485;0.44;0.485;0.461;0.0;0.232;-5.646;0.0444;87.009;4;1;0.324;9
938;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);Don’t Call Me Angel (Charlie’s Angels);Ariana Grande;2019-09-13;190106;2;0.643;0.00268;0.643;0.721;6.51e-06;0.0898;-5.248;0.0449;102.914;4;1;0.317;1
939;bad guy (with Justin Bieber);bad guy (with Justin Bieber);Billie Eilish;2019-07-11;194839;72;0.67;0.252;0.67;0.453;0.33;0.117;-11.265;0.295;135.055;4;1;0.68;0
940;Ni**as In Paris;Watch The Throne (Deluxe);JAY-Z;2011-08-08;219333;81;0.789;0.127;0.789;0.858;0.0;0.349;-5.542;0.311;140.022;4;1;0.775;1
941;The Cure;The Cure;Lady Gaga;2017-04-16;211363;0;0.696;0.0745;0.696;0.503;0.0;0.0869;-4.842;0.0356;99.977;4;1;0.559;8
942;...Ready For It?;...Ready For It?;Taylor Swift;2017-09-03;208198;0;0.616;0.0573;0.616;0.77;0.0;0.159;-6.5;0.142;160.049;4;1;0.412;2
943;A Holly Jolly Christmas - Single Version;Have A Holly Jolly Christmas;Burl Ives;1965-01-01;135533;3;0.683;0.579;0.683;0.375;0.0;0.076;-13.056;0.0303;140.467;4;1;0.888;0
944;Me Enamoré;El Dorado;Shakira;2017-05-26;226893;69;0.74;0.193;0.74;0.879;8.25e-05;0.0928;-2.251;0.105;103.71;4;0;0.948;9
945;Jangueo;LOST;Alex Rose;2019-11-08;259600;7;0.851;0.238;0.851;0.688;1.93e-05;0.105;-4.038;0.0565;103.982;4;1;0.732;11
946;JAPAN;Dex Meets Dexter;Famous Dex;2018-04-06;142000;71;0.733;0.121;0.733;0.678;0.0;0.344;-7.771;0.438;175.985;4;1;0.841;6
947;Headlights (feat. Ilsey);Headlights (feat. Ilsey);Robin Schulz;2015-04-03;209208;60;0.597;0.0245;0.597;0.685;0.000335;0.182;-6.371;0.0367;122.002;4;1;0.369;11
948;Que Calor (with J Balvin & El Alfa);Que Calor (with J Balvin & El Alfa);Major Lazer;2019-09-11;169997;35;0.795;0.0372;0.795;0.885;0.00754;0.285;-4.129;0.0716;126.038;4;1;0.46;8
949;Solita;Solita;Ozuna;2018-01-19;311726;73;0.807;0.0564;0.807;0.633;0.0;0.107;-6.016;0.0929;138.038;4;0;0.325;10
950;Bum Bum Tam Tam;Bum Bum Tam Tam;MC Fioti;2017-12-15;213988;1;0.896;0.346;0.896;0.673;1.28e-05;0.206;-3.872;0.139;131.99;4;1;0.714;1
951;Dive;÷ (Deluxe);Ed Sheeran;2017-03-03;238440;74;0.761;0.355;0.761;0.386;0.0;0.0953;-6.158;0.0399;134.943;3;1;0.526;4
952;Can We Kiss Forever?;Can We Kiss Forever?;Kina;2018-08-31;187931;80;0.522;0.894;0.522;0.128;0.026;0.0941;-18.717;0.0357;109.986;4;1;0.124;4
953;Cuaderno;Climaxxx;Dalex;2019-05-10;286506;71;0.681;0.523;0.681;0.648;0.0;0.104;-5.021;0.38;172.02;4;0;0.688;1
954;X (feat. Maluma & Ozuna) - Remix;X (feat. Maluma & Ozuna) [Remix];Nicky Jam;2018-06-29;235746;69;0.663;0.0561;0.663;0.696;3.77e-05;0.0778;-4.957;0.103;180.113;4;0;0.738;9
955;Te Amo;Te Amo;Piso 21;2018-03-15;201122;71;0.849;0.0204;0.849;0.724;5.98e-06;0.235;-4.139;0.0665;98.005;4;1;0.63;5
956;Look At Her Now;Look At Her Now;Selena Gomez;2019-10-24;162595;16;0.563;0.114;0.563;0.564;0.0254;0.304;-7.906;0.271;154.355;5;0;0.55;10
957;Shower;Shower;Becky G;2014-04-23;206166;80;0.699;0.0317;0.699;0.529;3.59e-05;0.285;-7.548;0.0487;119.987;4;1;0.121;2
958;Someone To You;Where The Shadow Ends;BANNERS;2019-10-04;219801;79;0.52;0.00517;0.52;0.903;0.0;0.254;-5.497;0.042;74.988;4;1;0.652;2
959;This Town;This Town;Niall Horan;2016-09-29;232600;0;0.687;0.71;0.687;0.409;0.0;0.126;-7.751;0.0311;111.861;4;1;0.16;9
960;Lovesick Girls;THE ALBUM;BLACKPINK;2020-10-02;194765;77;0.654;0.00559;0.654;0.707;0.0;0.0873;-5.661;0.0664;127.97;4;1;0.448;6
961;King;King;Years & Years;2015-01-11;213423;0;0.563;0.0585;0.563;0.864;0.0;0.419;-4.066;0.0386;119.964;4;0;0.439;4
962;Somebody To Love - Remastered 2011;A Day At The Races (Deluxe Remastered Version);Queen;1976-12-10;296493;68;0.497;0.19;0.497;0.693;0.0;0.215;-7.024;0.0565;111.539;3;1;0.358;8
963;Stay High - Habits Remix;Queen Of The Clouds;Tove Lo;2014-09-24;258386;70;0.736;0.00114;0.736;0.677;0.844;0.0949;-7.036;0.0352;121.01;4;0;0.0747;4
964;I'm an Albatraoz;I'm an Albatraoz;AronChupa;2014-08-08;166848;72;0.883;0.601;0.883;0.817;0.00449;0.11;-5.414;0.235;128.078;4;1;0.595;0
965;Martin & Gina;THE GOAT;Polo G;2020-05-15;132832;87;0.832;0.345;0.832;0.534;0.0;0.165;-7.813;0.253;93.924;4;0;0.116;1
966;Man's Not Hot;Man's Not Hot;Big Shaq;2017-09-22;186026;0;0.895;0.11;0.895;0.885;4.04e-05;0.106;-4.182;0.268;134.973;4;1;0.633;0
967;Cool for the Summer;Cool for the Summer;Demi Lovato;2015-07-01;214746;0;0.586;0.00441;0.586;0.613;0.000183;0.0853;-5.593;0.0386;114.101;4;0;0.319;5
968;Paranoid;beerbongs & bentleys;Post Malone;2018-04-27;221786;70;0.625;0.038;0.625;0.536;2.31e-05;0.167;-5.428;0.0776;159.914;4;1;0.253;0
969;Geronimo;Geronimo;Sheppard;2014-03-21;217733;28;0.719;0.622;0.719;0.737;0.307;0.116;-7.103;0.0786;142.032;4;1;0.53;7
970;Pop Style;Views;Drake;2016-05-13;212946;40;0.713;0.192;0.713;0.462;2.16e-06;0.105;-10.027;0.123;133.054;4;1;0.0595;7
971;Exchange;T R A P S O U L;Bryson Tiller;2015-10-02;194613;77;0.525;0.107;0.525;0.433;0.0;0.135;-10.598;0.185;160.108;4;1;0.276;6
972;Water Under the Bridge;25;Adele;2016-06-24;240426;16;0.596;0.0189;0.596;0.838;1.54e-05;0.108;-6.52;0.0704;94.982;4;0;0.472;5
973;Si Se Da;Si Se Da;Myke Towers;2019-02-26;237013;67;0.83;0.374;0.83;0.71;0.0;0.0877;-5.523;0.326;93.977;4;0;0.703;11
974;Mi Gente (feat. Beyoncé);Mi Gente (feat. Beyoncé);J Balvin;2017-09-28;209733;1;0.705;0.0249;0.705;0.714;0.0;0.253;-6.39;0.0792;104.996;4;0;0.434;11
975;Stupid Love;Stupid Love;Lady Gaga;2020-02-28;193530;37;0.676;0.00146;0.676;0.815;0.00041;0.275;-4.294;0.0625;117.973;4;1;0.796;8
976;Hollywood's Bleeding;Hollywood's Bleeding;Post Malone;2019-09-06;156266;77;0.405;0.331;0.405;0.646;0.0;0.103;-3.206;0.0476;130.218;4;0;0.17;4
977;Baila Conmigo (with Rauw Alejandro);Baila Conmigo (with Rauw Alejandro);Selena Gomez;2021-01-29;186087;70;0.824;0.0221;0.824;0.545;0.00375;0.097;-7.127;0.0699;149.912;4;1;0.683;5
978;Talking Body;Queen Of The Clouds;Tove Lo;2014-09-24;238426;68;0.736;0.0966;0.736;0.761;0.0;0.0823;-5.449;0.0338;119.999;4;0;0.114;4
979;Ain't Your Mama;Ain't Your Mama;Jennifer Lopez;2016-04-07;218234;71;0.757;0.0472;0.757;0.678;9.14e-06;0.0654;-5.529;0.233;120.075;4;0;0.82;8
980;Blue Christmas;Elvis' Christmas Album;Elvis Presley;1957-10-15;129173;53;0.465;0.9;0.465;0.27;0.00104;0.145;-16.661;0.0425;94.518;4;1;0.58;4
981;I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);benny blanco;2019-02-28;158027;69;0.541;0.404;0.541;0.468;3.65e-06;0.358;-4.039;0.362;95.266;4;0;0.69;10
982;Up;Up (Instrumental);Cardi B;2021-02-04;156944;83;0.868;0.0012;0.868;0.795;0.0193;0.0461;-6.044;0.269;166.0;4;1;0.819;11
983;Good Life (with G-Eazy & Kehlani);Good Life (with G-Eazy & Kehlani);G-Eazy;2017-03-16;225525;59;0.565;0.00464;0.565;0.771;0.0;0.0568;-5.22;0.213;168.385;4;1;0.573;1
984;Money On My Mind;Money On My Mind;Sam Smith;2013-01-01;194079;42;0.681;0.234;0.681;0.808;0.000329;0.178;-6.217;0.184;133.722;4;0;0.733;11
985;What If I Told You That I Love You;What If I Told You That I Love You;Ali Gatie;2020-01-24;193667;70;0.605;0.63;0.605;0.365;6.83e-06;0.0554;-11.144;0.111;84.628;4;1;0.224;7
986;The Mack;The Mack;Nevada;2016-09-23;167038;0;0.707;0.0707;0.707;0.883;0.0;0.23;-4.281;0.0602;106.031;4;1;0.541;0
987;Sunset Lover;Sunset Lover;Petit Biscuit;2015;237792;74;0.783;0.729;0.783;0.467;0.809;0.109;-9.474;0.0503;90.838;4;1;0.236;6
988;Enemies (feat. DaBaby);Hollywood's Bleeding;Post Malone;2019-09-06;196760;77;0.542;0.0588;0.542;0.674;0.0;0.0955;-4.169;0.21;76.388;4;1;0.667;6
989;Too Much To Ask;Flicker (Deluxe);Niall Horan;2017-10-20;223043;0;0.519;0.381;0.519;0.554;0.0;0.115;-6.412;0.0385;153.676;4;1;0.194;0
990;Rollin (feat. Future & Khalid);Funk Wav Bounces Vol.1;Calvin Harris;2017-06-30;272653;63;0.753;0.446;0.753;0.76;3.13e-05;0.182;-4.518;0.0859;91.953;4;0;0.657;6
991;Por Perro;MANTRA;Sebastian Yatra;2018-05-18;245440;65;0.684;0.429;0.684;0.762;0.0;0.0852;-5.18;0.0501;172.009;4;1;0.892;0
992;La Cintura;La Cintura;Alvaro Soler;2018-03-29;205209;1;0.702;0.0294;0.702;0.844;0.0;0.38;-4.054;0.0769;100.043;4;0;0.786;6
993;Centuries;Centuries;Fall Out Boy;2014-09-09;231813;0;0.339;0.00439;0.339;0.861;0.0;0.111;-3.141;0.0841;176.047;4;0;0.416;4
994;Team;Pure Heroine;Lorde;2013-01-01;193058;0;0.691;0.159;0.691;0.575;0.0;0.271;-7.431;0.102;99.984;4;1;0.402;6
995;Sanguine Paradise;Sanguine Paradise;Lil Uzi Vert;2019-04-09;243976;75;0.729;0.0948;0.729;0.603;0.0;0.113;-6.736;0.0666;134.972;4;0;0.207;6
996;The Night We Met;Strange Trails;Lord Huron;2015-04-06;208211;13;0.443;0.969;0.443;0.369;0.277;0.638;-9.514;0.0441;174.107;3;1;0.0989;9
997;Lost Boy;Lost Boy;Ruth B.;2015-08-21;275280;75;0.71;0.965;0.71;0.0565;0.0;0.0889;-15.099;0.0534;123.994;4;1;0.348;7
998;Hawái - Remix;Hawái (Remix);Maluma;2020-11-05;200481;80;0.766;0.105;0.766;0.788;5.81e-06;0.142;-3.128;0.312;179.984;4;0;0.609;6
999;In The Night;Beauty Behind The Madness;The Weeknd;2015-08-28;235653;0;0.48;0.0696;0.48;0.682;0.0;0.0463;-4.94;0.13;167.939;3;1;0.506;7
1000;Talk;Talk;Khalid;2019-02-07;197487;73;0.9;0.0501;0.9;0.4;0.0;0.0876;-8.443;0.124;136.001;4;1;0.338;0
1001;Turn Down for What;Turn Down for What;DJ Snake;2013-12-18;213733;72;0.818;0.00107;0.818;0.799;0.128;0.057;-4.1;0.156;100.014;4;0;0.0815;1
1002;Are You Bored Yet? (feat. Clairo);Nothing Happens;Wallows;2019-03-22;178000;83;0.682;0.156;0.682;0.683;2.32e-05;0.273;-6.444;0.0287;120.023;4;0;0.64;8
1003;Vuelve;Vuelve;Daddy Yankee;2017-09-29;279613;0;0.73;0.188;0.73;0.538;0.0;0.123;-5.612;0.0319;130.023;4;1;0.215;1
1004;Unica;Unica;Ozuna;2018-04-26;219682;1;0.649;0.174;0.649;0.895;1.95e-06;0.095;-1.358;0.0394;174.074;4;1;0.664;0
1005;Got It On Me;Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;164579;79;0.688;0.00815;0.688;0.647;1.65e-05;0.095;-7.258;0.19;88.834;4;1;0.195;2
1006;Lips Are Movin;Title (Deluxe);Meghan Trainor;2015-01-09;182666;71;0.775;0.0506;0.775;0.825;1.03e-06;0.111;-5.402;0.0464;139.091;4;1;0.95;7
1007;Stunnin' (feat. Harm Franklin);Stunnin' (feat. Harm Franklin);Curtis Waters;2020-05-19;144000;72;0.885;0.33;0.885;0.685;0.0;0.148;-6.429;0.0627;99.954;4;0;0.937;11
1008;Selfish (feat. Rihanna);HNDRXX;Future;2017-08-04;251422;17;0.415;0.0303;0.415;0.369;7.64e-06;0.383;-10.044;0.0741;95.746;4;1;0.0913;8
1009;Secrets;Secrets;Regard;2020-04-24;176766;80;0.848;0.0412;0.848;0.768;0.000785;0.195;-5.386;0.0373;118.961;4;0;0.777;6
1010;Roller;Platte;Apache 207;2019-10-25;157093;72;0.941;0.0256;0.941;0.758;0.00258;0.193;-6.47;0.17;128.017;4;0;0.683;10
1011;Reggaetón Lento (Remix);Reggaetón Lento (Remix);CNCO;2017-08-18;188797;0;0.527;0.154;0.527;0.907;0.0;0.0993;-3.09;0.11;93.813;4;0;0.664;4
1012;Versace on the Floor;24K Magic;Bruno Mars;2016-11-17;261240;76;0.578;0.196;0.578;0.574;0.0;0.083;-6.209;0.0454;174.152;4;1;0.301;2
1013;Wasted;A Town Called Paradise (Deluxe);Tiësto;2014-06-13;190013;65;0.638;0.00149;0.638;0.816;0.00115;0.195;-5.503;0.0308;112.014;4;1;0.386;2
1014;Lovers on the Sun (feat. Sam Martin);Lovers on the Sun EP;David Guetta;2014-06-30;203520;53;0.645;0.0932;0.645;0.891;3.88e-06;0.379;-2.505;0.0387;124.915;4;0;0.568;6
1015;Delicate;reputation;Taylor Swift;2017-11-10;232253;77;0.75;0.216;0.75;0.404;0.000357;0.0911;-10.178;0.0682;95.045;4;0;0.0499;9
1016;Sit Still, Look Pretty;Daya;Daya;2015-09-04;200717;0;0.659;0.12;0.659;0.767;0.0;0.181;-3.016;0.261;181.818;4;1;0.554;2
1017;Quiere Beber;Real Hasta la Muerte;Anuel AA;2018-07-17;187125;1;0.773;0.372;0.773;0.57;0.00524;0.108;-3.482;0.113;95.038;4;1;0.772;8
1018;All Mine;ye;Kanye West;2018-06-01;145506;1;0.925;0.125;0.925;0.308;0.0;0.0933;-6.562;0.338;122.099;4;0;0.265;11
1019;Vacaciones;Vacaciones;Wisin;2016-09-30;238800;0;0.772;0.256;0.772;0.909;0.0;0.255;-3.225;0.166;96.031;4;0;0.694;6
1020;Praying;Rainbow;Kesha;2017-08-11;230266;73;0.543;0.489;0.543;0.39;0.0;0.111;-7.202;0.0322;73.415;4;1;0.303;10
1021;If It Ain't Love;If It Ain't Love;Jason Derulo;2016-04-01;203105;60;0.503;0.0487;0.503;0.843;0.0;0.344;-4.991;0.316;128.63;4;0;0.778;10
1022;Often;Beauty Behind The Madness;The Weeknd;2015-08-28;249040;0;0.571;0.229;0.571;0.612;0.0;0.127;-9.851;0.045;133.995;4;0;0.0812;7
1023;Homicide (feat. Eminem);Confessions of a Dangerous Mind;Logic;2019-05-10;245386;0;0.694;0.137;0.694;0.759;0.0;0.167;-5.667;0.398;140.055;4;0;0.77;10
1024;Futsal Shuffle 2020;Futsal Shuffle 2020;Lil Uzi Vert;2019-12-12;198912;69;0.881;0.0327;0.881;0.457;0.0;0.231;-8.191;0.156;136.97;4;0;0.296;7
1025;Own It (feat. Ed Sheeran & Burna Boy);Heavy Is The Head;Stormzy;2019-12-13;216706;73;0.817;0.00838;0.817;0.781;5.21e-06;0.123;-4.178;0.112;104.0;4;0;0.359;7
1026;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix];Justin Quiles;2019-09-06;258600;74;0.743;0.0451;0.743;0.709;5.18e-06;0.0809;-3.922;0.0879;170.001;4;0;0.831;3
1027;KIKA;DUMMY BOY;6ix9ine;2018-11-27;136031;1;0.745;0.128;0.745;0.715;0.0;0.182;-3.368;0.245;94.513;4;0;0.342;1
1028;SUTRA;SUTRA;Sebastian Yatra;2017-10-13;203853;0;0.746;0.0474;0.746;0.745;1.71e-06;0.15;-3.311;0.146;180.081;4;1;0.828;9
1029;Trumpets;Tattoos;Jason Derulo;2013-09-10;217306;68;0.627;0.563;0.627;0.703;0.0;0.0962;-4.884;0.236;81.897;4;1;0.64;0
1030;Polvo;Polvo;Nicky Jam;2020-11-20;211130;83;0.763;0.0105;0.763;0.621;2.94e-06;0.106;-6.169;0.066;82.042;4;0;0.582;11
1031;Me Gusta;Me Gusta;Shakira;2020-01-13;190570;74;0.775;0.0559;0.775;0.696;0.00184;0.157;-5.184;0.0681;92.007;4;0;0.775;1
1032;Arcade;Small Town Boy (Track By Track);Duncan Laurence;2020-11-12;185146;82;0.453;0.827;0.453;0.35;0.00122;0.144;-11.639;0.0425;72.017;3;0;0.279;9
1033;Mamichula - con Nicki Nicole;Atrevido;Trueno;2020-07-23;219201;32;0.696;0.582;0.696;0.678;2.22e-06;0.134;-5.893;0.0735;91.985;4;0;0.346;4
1034;Breathe;Breathe;Jax Jones;2017-12-01;207629;1;0.722;0.0234;0.722;0.744;0.000157;0.143;-5.52;0.0363;125.985;4;0;0.686;11
1035;Sky Walker (feat. Travis Scott);War & Leisure;Miguel;2017-12-01;259333;75;0.674;0.173;0.674;0.506;0.0;0.0866;-10.532;0.0434;145.965;4;1;0.183;6
1036;Motivation;Motivation;Normani;2019-08-16;193837;73;0.599;0.0192;0.599;0.887;1.21e-06;0.3;-3.967;0.0984;170.918;4;1;0.881;4
1037;Dancing On My Own;Dancing On My Own;Calum Scott;2016-06-03;260004;0;0.608;0.851;0.608;0.174;1.92e-05;0.0855;-8.796;0.0332;112.175;4;1;0.193;1
1038;Classic;MKTO;MKTO;2012;175426;81;0.72;0.0384;0.72;0.791;0.0;0.157;-4.689;0.124;102.071;4;1;0.756;1
1039;We Will Rock You - Remastered;News Of The World (2011 Remaster);Queen;1977-10-28;122066;78;0.692;0.676;0.692;0.497;0.0;0.259;-7.316;0.119;81.308;4;1;0.475;2
1040;Diamonds;Love Goes;Sam Smith;2020-10-30;213869;74;0.637;0.161;0.637;0.666;0.0;0.108;-6.773;0.0494;104.02;4;0;0.529;10
1041;DOLLAZ ON MY HEAD (feat. Young Thug);WUNNA;Gunna;2020-05-22;197760;78;0.825;0.114;0.825;0.458;0.0;0.102;-7.47;0.0577;145.115;4;1;0.161;0
1042;pick up the phone;Birds In The Trap Sing McKnight;Travis Scott;2016-09-16;252256;72;0.711;0.114;0.711;0.739;0.0;0.226;-3.804;0.129;136.919;4;0;0.43;7
1043;Bed (feat. Ariana Grande);Bed (feat. Ariana Grande);Nicki Minaj;2018-06-14;189360;0;0.589;0.0551;0.589;0.714;0.00013;0.131;-6.308;0.258;118.611;5;1;0.42;7
1044;I Don't Fuck With You;I Don't Fuck With You;Big Sean;2014-01-01;284560;2;0.82;0.0327;0.82;0.723;0.0;0.347;-5.505;0.0656;97.98;4;1;0.417;1
1045;The Days;The Days;Avicii;2014-01-01;278480;0;0.59;0.04;0.59;0.724;4.07e-05;0.142;-3.278;0.0439;127.059;4;1;0.526;0
1046;Tyler Herro;Thats What They All Say;Jack Harlow;2020-12-11;156578;74;0.792;0.0872;0.792;0.793;0.0;0.22;-6.185;0.0841;123.031;4;0;0.775;5
1047;Familiar;Familiar;Liam Payne;2018-04-20;196552;63;0.636;0.0161;0.636;0.805;0.0;0.0793;-4.594;0.327;92.958;4;1;0.908;9
1048;Si Tú La Ves (feat. Wisin);Fénix;Nicky Jam;2017-01-20;221026;66;0.685;0.204;0.685;0.731;0.0;0.0722;-5.119;0.093;177.912;4;0;0.786;5
1049;Asesina;Asesina;Brytiago;2018-05-11;187213;63;0.845;0.614;0.845;0.663;0.0;0.114;-5.233;0.27;94.215;4;0;0.508;10
1050;Wrecking Ball;Wrecking Ball;Miley Cyrus;2013-08-25;223240;0;0.466;0.395;0.466;0.403;0.0;0.111;-6.142;0.0337;119.81;4;1;0.337;5
1051;Hula Hoop;Me 4 U;OMI;2015-10-16;205474;62;0.673;0.0248;0.673;0.842;0.0;0.294;-4.666;0.039;121.986;4;1;0.509;1
1052;Star Shopping;Star Shopping;Lil Peep;2019-04-19;142000;84;0.585;0.0967;0.585;0.471;0.0184;0.115;-9.934;0.0616;93.099;4;0;0.323;4
1053;Mixed Personalities (feat. Kanye West);We All Shine;YNW Melly;2019-01-18;230400;73;0.661;0.457;0.661;0.44;0.0;0.128;-9.104;0.0803;149.937;4;1;0.352;2
1054;Rich Love (with Seeb);Rich Love;OneRepublic;2017-07-14;201256;1;0.593;0.183;0.593;0.868;0.0;0.365;-3.573;0.295;104.988;4;0;0.496;1
1055;Goosebumps - Remix;Goosebumps (Remix);Travis Scott;2021-01-15;162802;91;0.841;0.418;0.841;0.593;0.0;0.124;-7.846;0.0379;124.917;4;1;0.808;1
1056;P2;Eternal Atake;Lil Uzi Vert;2020-03-06;234626;76;0.775;0.0236;0.775;0.72;0.0;0.114;-5.353;0.193;155.086;4;0;0.49;11
1057;LUV;I Told You;Tory Lanez;2016-08-19;228640;66;0.539;0.0108;0.539;0.528;0.0;0.117;-8.113;0.252;190.169;4;0;0.252;11
